,ZONEID,timestamp,Forecasted Total Load,Forecasted Zonal Load,Zonal Price
15433,1,10052012 1:00,14203,4946,27.77
15434,1,10052012 2:00,13808,4756,27.45
15435,1,10052012 3:00,13615,4662,26.97
15436,1,10052012 4:00,13635,4636,27.37
15437,1,10052012 5:00,14192,4774,29.07
15438,1,10052012 6:00,15823,5242,38.67
15439,1,10052012 7:00,17371,5812,39.54
15440,1,10052012 8:00,18320,6268,42.05
15441,1,10052012 9:00,19051,6613,44.61
15442,1,10052012 10:00,19571,6824,48.11
15443,1,10052012 11:00,19901,6974,48.35
15444,1,10052012 12:00,20048,7080,48.01
15445,1,10052012 13:00,20196,7153,48.25
15446,1,10052012 14:00,20214,7185,47.73
15447,1,10052012 15:00,20163,7208,47.21
15448,1,10052012 16:00,20142,7235,48.07
15449,1,10052012 17:00,20040,7199,46.42
15450,1,10052012 18:00,19981,7035,46.86
15451,1,10052012 19:00,20262,6955,49.09
15452,1,10052012 20:00,19651,6714,42.52
15453,1,10052012 21:00,18794,6485,40.04
15454,1,10052012 22:00,17616,6183,37.84
15455,1,10052012 23:00,16306,5812,31.18
15456,1,10062012 0:00,15442,5573,30.12
15457,1,10062012 1:00,14405,5072,27.9
15458,1,10062012 2:00,13793,4804,27.52
15459,1,10062012 3:00,13438,4647,26.25
15460,1,10062012 4:00,13347,4571,25.65
15461,1,10062012 5:00,13620,4628,26.48
15462,1,10062012 6:00,14397,4908,28.04
15463,1,10062012 7:00,15099,5168,28.31
15464,1,10062012 8:00,15819,5398,30.0
15465,1,10062012 9:00,16808,5719,33.93
15466,1,10062012 10:00,17556,5993,39.26
15467,1,10062012 11:00,17984,6206,39.76
15468,1,10062012 12:00,18128,6330,39.34
15469,1,10062012 13:00,18146,6374,37.84
15470,1,10062012 14:00,18022,6363,38.66
15471,1,10062012 15:00,17889,6329,35.32
15472,1,10062012 16:00,17860,6277,36.32
15473,1,10062012 17:00,17862,6181,35.87
15474,1,10062012 18:00,18122,6105,39.6
15475,1,10062012 19:00,18692,6182,42.35
15476,1,10062012 20:00,18215,6006,35.9
15477,1,10062012 21:00,17467,5791,32.13
15478,1,10062012 22:00,16514,5535,30.91
15479,1,10062012 23:00,15498,5237,29.0
15480,1,10072012 0:00,14562,4902,31.05
15481,1,10072012 1:00,13651,4552,27.83
15482,1,10072012 2:00,13167,4371,27.31
15483,1,10072012 3:00,12893,4268,25.94
15484,1,10072012 4:00,12841,4213,25.65
15485,1,10072012 5:00,12977,4190,26.83
15486,1,10072012 6:00,13573,4392,26.72
15487,1,10072012 7:00,14006,4525,25.55
15488,1,10072012 8:00,14459,4668,29.75
15489,1,10072012 9:00,15201,4889,32.66
15490,1,10072012 10:00,15780,5091,34.19
15491,1,10072012 11:00,16125,5263,34.1
15492,1,10072012 12:00,16268,5368,33.48
15493,1,10072012 13:00,16303,5420,32.65
15494,1,10072012 14:00,16213,5434,31.49
15495,1,10072012 15:00,16199,5449,31.58
15496,1,10072012 16:00,16365,5480,33.1
15497,1,10072012 17:00,16693,5519,35.06
15498,1,10072012 18:00,17330,5620,38.85
15499,1,10072012 19:00,18116,5779,43.54
15500,1,10072012 20:00,17894,5720,39.98
15501,1,10072012 21:00,17301,5605,36.15
15502,1,10072012 22:00,16343,5400,31.0
15503,1,10072012 23:00,15271,5099,27.81
15504,1,10082012 0:00,14349,4772,28.02
15505,1,10082012 1:00,13401,4366,27.36
15506,1,10082012 2:00,12983,4191,26.89
15507,1,10082012 3:00,12842,4123,25.87
15508,1,10082012 4:00,12970,4137,26.91
15509,1,10082012 5:00,13863,4399,27.81
15510,1,10082012 6:00,15573,4887,34.83
15511,1,10082012 7:00,17228,5488,38.81
15512,1,10082012 8:00,18048,5925,40.16
15513,1,10082012 9:00,18548,6237,41.53
15514,1,10082012 10:00,18842,6385,42.81
15515,1,10082012 11:00,18932,6463,41.89
15516,1,10082012 12:00,18870,6500,41.38
15517,1,10082012 13:00,18844,6518,40.58
15518,1,10082012 14:00,18715,6515,40.02
15519,1,10082012 15:00,18625,6525,39.96
15520,1,10082012 16:00,18686,6556,40.51
15521,1,10082012 17:00,18832,6565,40.62
15522,1,10082012 18:00,19293,6513,43.74
15523,1,10082012 19:00,19953,6542,45.58
15524,1,10082012 20:00,19563,6376,42.73
15525,1,10082012 21:00,18687,6125,39.03
15526,1,10082012 22:00,17348,5776,32.26
15527,1,10082012 23:00,15877,5312,29.19
15528,1,10092012 0:00,14604,4754,29.24
15529,1,10092012 1:00,13617,4374,27.4
15530,1,10092012 2:00,13145,4171,26.98
15531,1,10092012 3:00,12962,4086,26.67
15532,1,10092012 4:00,13073,4092,27.01
15533,1,10092012 5:00,13980,4362,29.94
15534,1,10092012 6:00,15648,4831,40.02
15535,1,10092012 7:00,17323,5462,41.81
15536,1,10092012 8:00,18131,5931,41.05
15537,1,10092012 9:00,18588,6257,43.29
15538,1,10092012 10:00,18840,6406,43.9
15539,1,10092012 11:00,18920,6486,43.23
15540,1,10092012 12:00,18849,6529,42.13
15541,1,10092012 13:00,18823,6549,41.33
15542,1,10092012 14:00,18712,6548,40.96
15543,1,10092012 15:00,18622,6560,40.86
15544,1,10092012 16:00,18697,6597,41.41
15545,1,10092012 17:00,18832,6603,42.17
15546,1,10092012 18:00,19209,6535,45.31
15547,1,10092012 19:00,19772,6538,47.63
15548,1,10092012 20:00,19347,6361,44.18
15549,1,10092012 21:00,18439,6099,38.37
15550,1,10092012 22:00,17081,5742,34.12
15551,1,10092012 23:00,15588,5277,30.51
15552,1,10102012 0:00,14257,4705,29.21
15553,1,10102012 1:00,13421,4355,27.45
15554,1,10102012 2:00,12949,4132,27.05
15555,1,10102012 3:00,12748,4036,27.21
15556,1,10102012 4:00,12802,4025,27.18
15557,1,10102012 5:00,13559,4265,27.87
15558,1,10102012 6:00,15158,4727,37.33
15559,1,10102012 7:00,16772,5349,39.04
15560,1,10102012 8:00,17619,5830,40.06
15561,1,10102012 9:00,18109,6164,42.96
15562,1,10102012 10:00,18403,6322,44.17
15563,1,10102012 11:00,18545,6419,43.31
15564,1,10102012 12:00,18553,6485,43.32
15565,1,10102012 13:00,18601,6527,41.98
15566,1,10102012 14:00,18568,6542,41.22
15567,1,10102012 15:00,18527,6554,41.19
15568,1,10102012 16:00,18628,6591,40.48
15569,1,10102012 17:00,18748,6582,41.28
15570,1,10102012 18:00,19050,6472,44.35
15571,1,10102012 19:00,19451,6419,46.32
15572,1,10102012 20:00,19013,6216,43.97
15573,1,10102012 21:00,18195,5957,38.11
15574,1,10102012 22:00,16976,5624,33.17
15575,1,10102012 23:00,15601,5181,29.55
15576,1,10112012 0:00,14482,4701,27.69
15577,1,10112012 1:00,13559,4400,27.29
15578,1,10112012 2:00,13069,4166,27.16
15579,1,10112012 3:00,12869,4065,25.71
15580,1,10112012 4:00,12941,4056,26.9
15581,1,10112012 5:00,13732,4314,27.61
15582,1,10112012 6:00,15282,4729,37.92
15583,1,10112012 7:00,16875,5318,39.74
15584,1,10112012 8:00,17721,5775,39.68
15585,1,10112012 9:00,18188,6082,41.42
15586,1,10112012 10:00,18429,6214,42.11
15587,1,10112012 11:00,18489,6279,41.34
15588,1,10112012 12:00,18406,6313,40.53
15589,1,10112012 13:00,18354,6320,39.66
15590,1,10112012 14:00,18254,6307,38.95
15591,1,10112012 15:00,18145,6302,38.8
15592,1,10112012 16:00,18235,6339,38.9
15593,1,10112012 17:00,18399,6353,39.53
15594,1,10112012 18:00,18841,6312,43.13
15595,1,10112012 19:00,19270,6281,44.98
15596,1,10112012 20:00,18863,6098,42.04
15597,1,10112012 21:00,18082,5861,37.47
15598,1,10112012 22:00,16878,5549,30.81
15599,1,10112012 23:00,15504,5127,28.11
15600,1,10122012 0:00,14285,4617,27.69
15601,1,10122012 1:00,13508,4335,27.24
15602,1,10122012 2:00,13113,4129,26.85
15603,1,10122012 3:00,12930,4037,26.74
15604,1,10122012 4:00,12962,4022,27.11
15605,1,10122012 5:00,13539,4218,30.03
15606,1,10122012 6:00,15048,4641,36.12
15607,1,10122012 7:00,16561,5204,39.29
15608,1,10122012 8:00,17437,5653,38.77
15609,1,10122012 9:00,17945,5955,41.72
15610,1,10122012 10:00,18207,6089,42.05
15611,1,10122012 11:00,18295,6150,40.88
15612,1,10122012 12:00,18213,6172,39.88
15613,1,10122012 13:00,18140,6164,38.93
15614,1,10122012 14:00,18009,6127,38.64
15615,1,10122012 15:00,17879,6102,37.63
15616,1,10122012 16:00,17927,6115,37.72
15617,1,10122012 17:00,18031,6115,38.07
15618,1,10122012 18:00,18444,6088,42.25
15619,1,10122012 19:00,18811,6057,43.0
15620,1,10122012 20:00,18367,5866,40.59
15621,1,10122012 21:00,17698,5630,36.07
15622,1,10122012 22:00,16802,5364,32.55
15623,1,10122012 23:00,15749,5030,29.24
15624,1,10132012 00:00,14694,4603,32.72
15625,1,10132012 01:00,13843,4366,32.91
15626,1,10132012 02:00,13323,4190,32.88
15627,1,10132012 03:00,13069,4099,31.32
15628,1,10132012 04:00,13092,4059,31.38
15629,1,10132012 05:00,13499,4083,31.19
15630,1,10132012 06:00,14177,4331,34.65
15631,1,10132012 07:00,14851,4535,35.21
15632,1,10132012 08:00,15470,4757,36.53
15633,1,10132012 09:00,16240,5017,42.23
15634,1,10132012 10:00,16728,5209,42.42
15635,1,10132012 11:00,16864,5331,40.61
15636,1,10132012 12:00,16756,5376,37.68
15637,1,10132012 13:00,16584,5362,36.71
15638,1,10132012 14:00,16346,5318,36.04
15639,1,10132012 15:00,16182,5279,35.39
15640,1,10132012 16:00,16214,5270,35.58
15641,1,10132012 17:00,16434,5273,38.04
15642,1,10132012 18:00,17143,5375,43.46
15643,1,10132012 19:00,17775,5498,45.32
15644,1,10132012 20:00,17452,5422,42.17
15645,1,10132012 21:00,16807,5272,37.65
15646,1,10132012 22:00,15927,5076,33.59
15647,1,10132012 23:00,14943,4816,35.15
15648,1,10142012 00:00,14068,4515,32.71
15649,1,10142012 01:00,13463,4260,31.87
15650,1,10142012 02:00,12908,4084,29.57
15651,1,10142012 03:00,12575,3985,28.63
15652,1,10142012 04:00,12494,3925,28.94
15653,1,10142012 05:00,12632,3899,28.48
15654,1,10142012 06:00,13106,4135,29.08
15655,1,10142012 07:00,13534,4272,27.49
15656,1,10142012 08:00,14020,4416,30.24
15657,1,10142012 09:00,14767,4665,32.66
15658,1,10142012 10:00,15350,4900,34.31
15659,1,10142012 11:00,15746,5111,35.23
15660,1,10142012 12:00,15948,5270,35.33
15661,1,10142012 13:00,16056,5374,34.13
15662,1,10142012 14:00,16055,5421,34.6
15663,1,10142012 15:00,16058,5447,35.28
15664,1,10142012 16:00,16225,5482,37.19
15665,1,10142012 17:00,16509,5491,39.77
15666,1,10142012 18:00,17100,5547,45.73
15667,1,10142012 19:00,17642,5663,44.95
15668,1,10142012 20:00,17349,5589,44.85
15669,1,10142012 21:00,16751,5459,39.43
15670,1,10142012 22:00,15812,5234,36.33
15671,1,10142012 23:00,14706,4896,33.39
15672,1,10152012 00:00,13692,4468,33.3
15673,1,10152012 01:00,13127,4232,31.88
15674,1,10152012 02:00,12854,4146,31.13
15675,1,10152012 03:00,12739,4121,29.55
15676,1,10152012 04:00,12804,4123,30.68
15677,1,10152012 05:00,13384,4248,32.71
15678,1,10152012 06:00,15236,4877,39.28
15679,1,10152012 07:00,17004,5535,42.99
15680,1,10152012 08:00,18062,6061,44.17
15681,1,10152012 09:00,18720,6426,46.0
15682,1,10152012 10:00,19144,6620,47.13
15683,1,10152012 11:00,19338,6710,47.41
15684,1,10152012 12:00,19307,6750,46.97
15685,1,10152012 13:00,19281,6764,46.61
15686,1,10152012 14:00,19170,6741,45.77
15687,1,10152012 15:00,18982,6700,46.23
15688,1,10152012 16:00,18964,6694,51.22
15689,1,10152012 17:00,19048,6656,51.75
15690,1,10152012 18:00,19433,6547,54.77
15691,1,10152012 19:00,19757,6466,55.71
15692,1,10152012 20:00,19127,6216,52.1
15693,1,10152012 21:00,18135,5926,43.66
15694,1,10152012 22:00,16751,5545,40.15
15695,1,10152012 23:00,15200,5045,31.9
15696,1,10162012 00:00,13841,4519,36.72
15697,1,10162012 01:00,13395,4359,31.75
15698,1,10162012 02:00,13076,4202,29.07
15699,1,10162012 03:00,12928,4132,27.75
15700,1,10162012 04:00,12975,4120,29.32
15701,1,10162012 05:00,13539,4267,34.14
15702,1,10162012 06:00,15304,4768,42.58
15703,1,10162012 07:00,16938,5361,45.22
15704,1,10162012 08:00,17761,5797,45.4
15705,1,10162012 09:00,18195,6089,46.98
15706,1,10162012 10:00,18414,6224,48.17
15707,1,10162012 11:00,18472,6296,47.58
15708,1,10162012 12:00,18366,6323,46.74
15709,1,10162012 13:00,18286,6326,45.65
15710,1,10162012 14:00,18179,6311,45.58
15711,1,10162012 15:00,18063,6300,45.41
15712,1,10162012 16:00,18164,6334,45.49
15713,1,10162012 17:00,18399,6362,45.66
15714,1,10162012 18:00,18974,6356,50.09
15715,1,10162012 19:00,19405,6337,52.32
15716,1,10162012 20:00,18955,6150,48.14
15717,1,10162012 21:00,18120,5911,44.23
15718,1,10162012 22:00,16871,5573,37.81
15719,1,10162012 23:00,15428,5120,32.69
15720,1,10172012 00:00,14229,4652,32.94
15721,1,10172012 01:00,13495,4366,31.25
15722,1,10172012 02:00,13102,4187,28.8
15723,1,10172012 03:00,12929,4101,28.19
15724,1,10172012 04:00,13020,4093,29.17
15725,1,10172012 05:00,13780,4292,33.38
15726,1,10172012 06:00,15526,4765,42.58
15727,1,10172012 07:00,17215,5369,44.11
15728,1,10172012 08:00,17992,5809,43.46
15729,1,10172012 09:00,18367,6094,44.63
15730,1,10172012 10:00,18526,6219,44.62
15731,1,10172012 11:00,18497,6271,45.4
15732,1,10172012 12:00,18322,6282,44.81
15733,1,10172012 13:00,18207,6280,44.65
15734,1,10172012 14:00,18067,6268,44.62
15735,1,10172012 15:00,17926,6259,44.61
15736,1,10172012 16:00,17966,6288,43.54
15737,1,10172012 17:00,18147,6305,45.34
15738,1,10172012 18:00,18779,6313,51.56
15739,1,10172012 19:00,19271,6304,52.65
15740,1,10172012 20:00,18847,6128,46.42
15741,1,10172012 21:00,17961,5892,42.59
15742,1,10172012 22:00,16643,5564,38.56
15743,1,10172012 23:00,15124,5114,33.49
15744,1,10182012 00:00,13955,4655,31.51
15745,1,10182012 01:00,13346,4322,29.8
15746,1,10182012 02:00,12964,4143,28.8
15747,1,10182012 03:00,12795,4060,28.18
15748,1,10182012 04:00,12876,4051,29.48
15749,1,10182012 05:00,13568,4240,31.83
15750,1,10182012 06:00,15307,4741,42.62
15751,1,10182012 07:00,17022,5382,44.4
15752,1,10182012 08:00,17788,5838,42.86
15753,1,10182012 09:00,18178,6129,44.86
15754,1,10182012 10:00,18406,6269,45.63
15755,1,10182012 11:00,18460,6345,45.67
15756,1,10182012 12:00,18392,6381,45.47
15757,1,10182012 13:00,18366,6403,44.82
15758,1,10182012 14:00,18292,6406,44.61
15759,1,10182012 15:00,18221,6412,44.36
15760,1,10182012 16:00,18313,6459,44.65
15761,1,10182012 17:00,18507,6476,45.39
15762,1,10182012 18:00,19029,6450,53.53
15763,1,10182012 19:00,19333,6394,54.43
15764,1,10182012 20:00,18857,6181,46.09
15765,1,10182012 21:00,17993,5924,41.93
15766,1,10182012 22:00,16725,5585,35.62
15767,1,10182012 23:00,15273,5144,31.92
15768,1,10192012 00:00,13965,4649,32.4
15769,1,10192012 01:00,13310,4388,29.22
15770,1,10192012 02:00,12949,4242,27.35
15771,1,10192012 03:00,12775,4168,27.37
15772,1,10192012 04:00,12828,4154,27.63
15773,1,10192012 05:00,13462,4309,31.83
15774,1,10192012 06:00,15280,4916,42.87
15775,1,10192012 07:00,17089,5612,45.24
15776,1,10192012 08:00,17991,6123,44.91
15777,1,10192012 09:00,18530,6467,46.56
15778,1,10192012 10:00,18852,6646,47.02
15779,1,10192012 11:00,18954,6726,47.72
15780,1,10192012 12:00,18870,6750,46.9
15781,1,10192012 13:00,18788,6746,46.32
15782,1,10192012 14:00,18654,6720,45.21
15783,1,10192012 15:00,18488,6685,45.2
15784,1,10192012 16:00,18447,6668,45.24
15785,1,10192012 17:00,18472,6616,45.39
15786,1,10192012 18:00,18828,6506,55.0
15787,1,10192012 19:00,18992,6396,52.61
15788,1,10192012 20:00,18300,6104,44.32
15789,1,10192012 21:00,17377,5797,39.32
15790,1,10192012 22:00,16243,5452,35.01
15791,1,10192012 23:00,14977,5054,32.42
15792,1,10202012 00:00,13873,4686,31.77
15793,1,10202012 01:00,13455,4527,27.77
15794,1,10202012 02:00,12952,4325,25.78
15795,1,10202012 03:00,12648,4203,24.76
15796,1,10202012 04:00,12605,4144,24.64
15797,1,10202012 05:00,12814,4142,24.87
15798,1,10202012 06:00,13589,4447,28.39
15799,1,10202012 07:00,14399,4724,28.95
15800,1,10202012 08:00,15045,4970,32.4
15801,1,10202012 09:00,15835,5257,36.99
15802,1,10202012 10:00,16390,5479,37.96
15803,1,10202012 11:00,16631,5619,36.36
15804,1,10202012 12:00,16618,5668,36.16
15805,1,10202012 13:00,16512,5656,36.21
15806,1,10202012 14:00,16340,5616,34.26
15807,1,10202012 15:00,16202,5576,34.11
15808,1,10202012 16:00,16248,5561,35.74
15809,1,10202012 17:00,16467,5563,36.99
15810,1,10202012 18:00,17175,5669,43.33
15811,1,10202012 19:00,17598,5761,42.41
15812,1,10202012 20:00,17137,5624,37.73
15813,1,10202012 21:00,16439,5431,34.56
15814,1,10202012 22:00,15577,5189,31.48
15815,1,10202012 23:00,14643,4904,28.9
15816,1,10212012 00:00,13772,4557,35.87
15817,1,10212012 01:00,13165,4305,30.71
15818,1,10212012 02:00,12713,4157,26.94
15819,1,10212012 03:00,12427,4065,25.47
15820,1,10212012 04:00,12397,4014,25.19
15821,1,10212012 05:00,12531,3964,26.09
15822,1,10212012 06:00,13141,4198,27.12
15823,1,10212012 07:00,13692,4351,27.36
15824,1,10212012 08:00,14080,4488,31.35
15825,1,10212012 09:00,14677,4693,36.08
15826,1,10212012 10:00,15139,4881,36.26
15827,1,10212012 11:00,15388,5032,36.36
15828,1,10212012 12:00,15466,5122,36.17
15829,1,10212012 13:00,15443,5161,35.8
15830,1,10212012 14:00,15334,5169,33.43
15831,1,10212012 15:00,15296,5177,33.58
15832,1,10212012 16:00,15445,5207,35.11
15833,1,10212012 17:00,15835,5265,37.33
15834,1,10212012 18:00,16773,5439,45.63
15835,1,10212012 19:00,17308,5563,45.63
15836,1,10212012 20:00,17032,5512,44.25
15837,1,10212012 21:00,16424,5401,40.7
15838,1,10212012 22:00,15474,5187,36.82
15839,1,10212012 23:00,14378,4879,30.92
15840,1,10222012 00:00,13543,4604,31.53
15841,1,10222012 01:00,12930,4263,29.44
15842,1,10222012 02:00,12632,4127,27.04
15843,1,10222012 03:00,12503,4065,25.92
15844,1,10222012 04:00,12609,4068,26.86
15845,1,10222012 05:00,13268,4237,32.86
15846,1,10222012 06:00,15050,4740,42.73
15847,1,10222012 07:00,16772,5349,45.36
15848,1,10222012 08:00,17549,5782,45.44
15849,1,10222012 09:00,17959,6067,45.92
15850,1,10222012 10:00,18199,6207,46.64
15851,1,10222012 11:00,18272,6273,46.46
15852,1,10222012 12:00,18214,6311,46.39
15853,1,10222012 13:00,18168,6327,46.42
15854,1,10222012 14:00,18064,6332,46.12
15855,1,10222012 15:00,17994,6342,45.48
15856,1,10222012 16:00,18094,6389,45.43
15857,1,10222012 17:00,18325,6425,45.6
15858,1,10222012 18:00,19017,6441,56.8
15859,1,10222012 19:00,19285,6392,64.03
15860,1,10222012 20:00,18772,6204,47.59
15861,1,10222012 21:00,17902,5974,41.65
15862,1,10222012 22:00,16631,5641,37.49
15863,1,10222012 23:00,15206,5208,31.81
15864,1,10232012 00:00,13964,4707,29.02
15865,1,10232012 01:00,13260,4415,26.55
15866,1,10232012 02:00,12873,4218,24.78
15867,1,10232012 03:00,12688,4117,24.78
15868,1,10232012 04:00,12768,4106,25.37
15869,1,10232012 05:00,13454,4310,30.98
15870,1,10232012 06:00,15164,4779,43.7
15871,1,10232012 07:00,16897,5421,49.81
15872,1,10232012 08:00,17624,5871,46.61
15873,1,10232012 09:00,18044,6170,49.55
15874,1,10232012 10:00,18300,6322,51.18
15875,1,10232012 11:00,18407,6408,51.65
15876,1,10232012 12:00,18382,6465,50.98
15877,1,10232012 13:00,18363,6491,50.74
15878,1,10232012 14:00,18270,6504,50.53
15879,1,10232012 15:00,18221,6526,50.49
15880,1,10232012 16:00,18340,6577,50.65
15881,1,10232012 17:00,18577,6608,51.31
15882,1,10232012 18:00,19233,6595,59.68
15883,1,10232012 19:00,19412,6505,65.15
15884,1,10232012 20:00,18866,6286,52.01
15885,1,10232012 21:00,17963,6038,49.23
15886,1,10232012 22:00,16654,5688,42.9
15887,1,10232012 23:00,15207,5243,36.13
15888,1,10242012 00:00,14048,4719,26.92
15889,1,10242012 01:00,13322,4430,26.2
15890,1,10242012 02:00,12902,4233,24.61
15891,1,10242012 03:00,12691,4132,23.61
15892,1,10242012 04:00,12776,4119,24.55
15893,1,10242012 05:00,13482,4325,28.87
15894,1,10242012 06:00,15132,4820,38.77
15895,1,10242012 07:00,16868,5488,44.83
15896,1,10242012 08:00,17622,5959,44.46
15897,1,10242012 09:00,18074,6272,45.3
15898,1,10242012 10:00,18348,6424,45.61
15899,1,10242012 11:00,18459,6491,46.01
15900,1,10242012 12:00,18441,6528,45.93
15901,1,10242012 13:00,18408,6525,45.63
15902,1,10242012 14:00,18300,6506,45.43
15903,1,10242012 15:00,18223,6499,45.47
15904,1,10242012 16:00,18349,6537,45.48
15905,1,10242012 17:00,18603,6576,46.0
15906,1,10242012 18:00,19267,6592,56.84
15907,1,10242012 19:00,19429,6517,54.89
15908,1,10242012 20:00,18837,6281,45.63
15909,1,10242012 21:00,17917,6015,43.44
15910,1,10242012 22:00,16629,5655,35.94
15911,1,10242012 23:00,15199,5193,30.77
15912,1,10252012 00:00,13970,4685,28.78
15913,1,10252012 01:00,13317,4425,26.88
15914,1,10252012 02:00,12919,4253,24.55
15915,1,10252012 03:00,12719,4160,24.2
15916,1,10252012 04:00,12815,4146,24.98
15917,1,10252012 05:00,13520,4331,28.67
15918,1,10252012 06:00,15159,4882,38.63
15919,1,10252012 07:00,16904,5567,41.36
15920,1,10252012 08:00,17665,6041,42.38
15921,1,10252012 09:00,18153,6363,43.79
15922,1,10252012 10:00,18450,6520,44.84
15923,1,10252012 11:00,18620,6600,45.25
15924,1,10252012 12:00,18642,6653,45.18
15925,1,10252012 13:00,18656,6664,44.85
15926,1,10252012 14:00,18613,6660,44.77
15927,1,10252012 15:00,18581,6660,44.39
15928,1,10252012 16:00,18667,6686,44.05
15929,1,10252012 17:00,18804,6682,44.38
15930,1,10252012 18:00,19379,6660,52.9
15931,1,10252012 19:00,19506,6556,49.93
15932,1,10252012 20:00,18909,6299,44.49
15933,1,10252012 21:00,18003,6021,40.63
15934,1,10252012 22:00,16707,5655,34.04
15935,1,10252012 23:00,15276,5193,29.07
15936,1,10262012 00:00,13954,4673,29.99
15937,1,10262012 01:00,13257,4402,28.64
15938,1,10262012 02:00,12865,4239,26.93
15939,1,10262012 03:00,12661,4147,26.16
15940,1,10262012 04:00,12736,4127,26.81
15941,1,10262012 05:00,13366,4279,30.78
15942,1,10262012 06:00,14987,4818,40.45
15943,1,10262012 07:00,16734,5476,41.53
15944,1,10262012 08:00,17511,5928,41.45
15945,1,10262012 09:00,18030,6254,43.73
15946,1,10262012 10:00,18340,6414,44.81
15947,1,10262012 11:00,18491,6502,45.47
15948,1,10262012 12:00,18489,6558,45.55
15949,1,10262012 13:00,18471,6562,45.06
15950,1,10262012 14:00,18361,6548,44.45
15951,1,10262012 15:00,18259,6539,44.19
15952,1,10262012 16:00,18290,6549,44.46
15953,1,10262012 17:00,18359,6525,44.08
15954,1,10262012 18:00,18870,6493,50.21
15955,1,10262012 19:00,18851,6362,47.42
15956,1,10262012 20:00,18178,6091,42.91
15957,1,10262012 21:00,17347,5822,36.61
15958,1,10262012 22:00,16252,5496,33.48
15959,1,10262012 23:00,15026,5110,30.86
15960,1,10272012 00:00,13861,4656,31.42
15961,1,10272012 01:00,13220,4418,27.26
15962,1,10272012 02:00,12755,4250,25.08
15963,1,10272012 03:00,12471,4144,23.21
15964,1,10272012 04:00,12467,4095,23.38
15965,1,10272012 05:00,12733,4100,26.05
15966,1,10272012 06:00,13491,4400,29.31
15967,1,10272012 07:00,14337,4672,28.11
15968,1,10272012 08:00,14888,4875,31.31
15969,1,10272012 09:00,15671,5152,34.57
15970,1,10272012 10:00,16228,5361,36.42
15971,1,10272012 11:00,16512,5515,36.61
15972,1,10272012 12:00,16569,5601,36.11
15973,1,10272012 13:00,16517,5611,35.28
15974,1,10272012 14:00,16377,5594,35.03
15975,1,10272012 15:00,16311,5577,35.5
15976,1,10272012 16:00,16416,5575,36.75
15977,1,10272012 17:00,16687,5583,38.12
15978,1,10272012 18:00,17458,5696,44.8
15979,1,10272012 19:00,17664,5740,44.44
15980,1,10272012 20:00,17192,5607,40.26
15981,1,10272012 21:00,16513,5429,34.04
15982,1,10272012 22:00,15631,5197,31.66
15983,1,10272012 23:00,14674,4915,30.86
15984,1,10282012 00:00,13703,4576,30.9
15985,1,10282012 01:00,13082,4322,27.15
15986,1,10282012 02:00,12632,4182,23.97
15987,1,10282012 03:00,12346,4088,23.09
15988,1,10282012 04:00,12318,4039,22.95
15989,1,10282012 05:00,12461,3999,24.05
15990,1,10282012 06:00,13091,4249,25.02
15991,1,10282012 07:00,13745,4439,26.08
15992,1,10282012 08:00,14137,4575,29.02
15993,1,10282012 09:00,14814,4795,31.46
15994,1,10282012 10:00,15346,4985,32.93
15995,1,10282012 11:00,15667,5141,34.26
15996,1,10282012 12:00,15811,5246,33.78
15997,1,10282012 13:00,15835,5284,32.97
15998,1,10282012 14:00,15743,5288,32.47
15999,1,10282012 15:00,15730,5298,32.69
16000,1,10282012 16:00,15915,5329,33.29
16001,1,10282012 17:00,16343,5389,38.01
16002,1,10282012 18:00,17311,5584,44.97
16003,1,10282012 19:00,17643,5675,44.55
16004,1,10282012 20:00,17294,5607,41.02
16005,1,10282012 21:00,16628,5479,34.92
16006,1,10282012 22:00,15609,5245,32.06
16007,1,10282012 23:00,14472,4906,30.4
16008,1,10292012 00:00,13501,4493,30.93
16009,1,10292012 01:00,12995,4249,26.84
16010,1,10292012 02:00,12738,4157,25.35
16011,1,10292012 03:00,12622,4110,25.2
16012,1,10292012 04:00,12718,4113,24.37
16013,1,10292012 05:00,13335,4248,29.81
16014,1,10292012 06:00,15175,4799,34.57
16015,1,10292012 07:00,16976,5430,43.11
16016,1,10292012 08:00,17734,5861,43.62
16017,1,10292012 09:00,18219,6156,44.89
16018,1,10292012 10:00,18543,6297,44.93
16019,1,10292012 11:00,18693,6361,45.08
16020,1,10292012 12:00,18710,6398,45.03
16021,1,10292012 13:00,18717,6405,44.75
16022,1,10292012 14:00,18633,6392,44.55
16023,1,10292012 15:00,18582,6398,44.54
16024,1,10292012 16:00,18732,6455,44.45
16025,1,10292012 17:00,19098,6516,44.97
16026,1,10292012 18:00,19829,6560,47.08
16027,1,10292012 19:00,19827,6455,46.04
16028,1,10292012 20:00,19219,6255,43.92
16029,1,10292012 21:00,18266,6001,41.69
16030,1,10292012 22:00,16924,5657,34.8
16031,1,10292012 23:00,15453,5195,28.53
16032,1,10302012 00:00,14323,4740,20.56
16033,1,10302012 01:00,13575,4448,17.16
16034,1,10302012 02:00,13118,4257,14.61
16035,1,10302012 03:00,12898,4159,14.3
16036,1,10302012 04:00,12981,4149,15.09
16037,1,10302012 05:00,13709,4351,20.19
16038,1,10302012 06:00,15293,4831,28.19
